OpportunityID	PartyID	EmployeeID	SourceID	AdTypeID	StageID	StatusID	CategoryID	InterestedProduct	ExpectedValue	Location	FirstContactDate	NextFollowUpDate	LastContactDate	LostReasonID	LostNotes	Notes	Guidance	QuotationID	TransactionID	IsActive	CreatedBy	CreatedAt	LastUpdatedBy	LastUpdatedAt
149	209	21	2	4	1	1	9				12/28/2025	12/29/2025					تم ارسال الكتالوجات للاختيار منها او موديلات خاصة			-1	mmagdy	12/28/2025 12:09:44 PM		
150	210	21	2	5	4	1	9				12/28/2025			6	محتاجة تنجيد فقط	محتاجة تنجيد فقط				-1	mmagdy	12/28/2025 12:10:41 PM		
151	211	21	2	5	4	1					12/28/2025			6	محتاجة تنجيد فقط	محتاجة تنجيد فقط				-1	mmagdy	12/28/2025 12:12:00 PM		
152	212	21	2	5	4	1					12/28/2025			6	محتاجة تنجيد فقط	محتاجة تنجيد فقط				-1	mmagdy	12/28/2025 12:12:48 PM		
153	213	21	2	4	2	1	4	ركنة			12/28/2025	12/29/2025				تم ارسال الكتالوج للاختيار او موديل خاص				-1	mmagdy	12/28/2025 12:14:32 PM		
154	214	29	5	2	1	1	2	سفه لوتس			12/28/2025	12/29/2025				تم التواصل من خلال محمد مجدى وفى انتظار رد العميله				-1	mariam	12/28/2025 2:24:23 PM		
161	225	17	1	6	1	1					12/28/2025	12/29/2025				محتاج زياره للفرع				-1	aly	12/28/2025 8:26:06 PM		
165	229	17	1	6	1	1					12/28/2025	12/29/2025				بيسال اذا فيه فرع ف مدينه نصر				-1	aly	12/28/2025 8:33:24 PM		
168	232	17	1	6	1	1					12/28/2025	12/29/2025				متوسط الأسعار				-1	aly	12/28/2025 8:36:59 PM		
170	234	17	1	6	1	1					12/28/2025	12/29/2025				متوسط الأسعار				-1	aly	12/28/2025 8:39:55 PM		
171	235	17	1	6	1	1					12/28/2025	12/29/2025								-1	aly	12/28/2025 8:41:07 PM		
172	236	17	1	6	1	1					12/28/2025	12/29/2025				متوسط الأسعار				-1	aly	12/28/2025 8:41:49 PM		
173	237	17	1	6	1	1					12/28/2025	12/29/2025				how to order custom				-1	aly	12/28/2025 8:42:46 PM		
174	238	17	1	6	1	1					12/28/2025	12/29/2025				بيسال على سعر 4 غرف				-1	aly	12/28/2025 8:43:52 PM		
175	239	17	1	2	1	1					12/28/2025	12/29/2025				لايوجد اى سؤال				-1	aly	12/28/2025 8:44:58 PM		
176	240	17	1	6	1	1					12/28/2025	12/29/2025				how to order custom				-1	aly	12/28/2025 8:47:06 PM		
177	241	17	1	6	1	1					12/28/2025	12/29/2025	12/28/2025 8:49:06 PM							-1	aly	12/28/2025 8:48:18 PM	aly	12/28/2025 8:49:06 PM
178	242	17	1	2	1	1					12/28/2025	12/29/2025				محتاج أسعار ل 5غرف				-1	aly	12/28/2025 8:50:34 PM		
179	243	17	1	6	1	1	2	سفره vine			12/28/2025	12/29/2025								-1	aly	12/28/2025 8:52:26 PM		
180	244	17	1	6	1	1					12/28/2025	12/29/2025				how to order custom				-1	aly	12/28/2025 8:56:11 PM		


